anime_id,theme_Gag Humor,theme_Mahou Shoujo,studio_Satelight,studio_Studio Deen,theme_Urban Fantasy,season_spring,source_Web manga,studio_Nippon Animation,genre_Fantasy,genre_Supernatural,rating_R+ - Mild Nudity,theme_Military,genre_Horror,theme_Love Polygon,studio_MAPPA,studio_Arms,studio_Bones,studio_Sunrise,rating_PG - Children,studio_ufotable,genre_Drama,theme_Music,theme_Samurai,duration,genre_Action,theme_Harem,genre_Comedy,source_Web novel,genre_Romance,dropped,season_fall,source_Light novel,source_Manga,studio_Bandai Namco Pictures,theme_School,studio_A-1 Pictures,studio_animate Film,source_Game,anime_type_ONA,theme_Team Sports,studio_Pierrot,theme_Parody,studio_Xebec,source_Unknown,source_Visual novel,studio_Production I.G,genre_Suspense,theme_Adult Cast,theme_Super Power,theme_Time Travel,theme_Psychological,studio_Shin-Ei Animation,theme_Detective,anime_type_TV,rating_PG-13 - Teens 13 or older,genre_Adventure,theme_Martial Arts,studio_Wit Studio,theme_Idols (Female),source_Original,anime_type_Special,source_Other,genre_Avant Garde,rating_G - All Ages,season_winter,genre_Sports,studio_Toei Animation,theme_Visual Arts,studio_T-Rex,rating_R - 17+ (violence & profanity),theme_Isekai,theme_Vampire,watching,studio_DLE,anime_type_OVA,genre_Mystery,studio_Gonzo,studio_SILVER LINK.,studio_TMS Entertainment,theme_Mythology,studio_J.C.Staff,studio_Brain's Base,studio_Madhouse,theme_Historical,theme_Workplace,genre_Sci-Fi,theme_Gore,genre_Award Winning,episodes,source_Novel,score
6130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1,0,0,0.1392839627268269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.1054438450220696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,6.38
6131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,1,0,0,0.3746102449888641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1091314031180401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.0,0,5.14
6133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0.2190305206463195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1149012567324955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,4.78
6148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,0,1,0,0,0.0536159600997506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1228179551122194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,6.33
6151,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,1,0,0,0,0,0.0218362282878411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502481389578163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,7.08
6152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0,1,0,0,0,0,0.0488418932527693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755287009063444,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,7.51
6153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0.0755329008341056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0718257645968489,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,7.13
6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0.0706484641638225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0918088737201365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,7.67
6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,1,0,0,0.3493589743589743,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0897435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5.81
6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1,0,0,0,0,0.0193159448818897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0698818897637795,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,6.69
6163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1,0,1,0,0,0.0425392670157068,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0582460732984293,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,7.18
6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0,0,0,0,0,0,0.0734192283453539,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080719137315314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.0,0,7.09
6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25.0,0,1,0,0,1,0.0609031955621532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800453160403156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,6.75
6166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,1,1,0,1,0.1184489368288211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1435102507321951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0,0,6.56
6169,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,1,0,0,0,0,0.0321164510166358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0579944547134935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,7.06
6171,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1,0,0,0,0,0.0803053260527745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1637839846765202,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,13.0,0,7.98
6172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99.0,0,0,0,0,0,0.0240686985970004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622883405902273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,7.62
6178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,94.0,1,0,1,0,0,0.0522313100875304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096283541397618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,7.05
6181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0.08610086100861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.08610086100861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5.11
6182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30.0,0,0,0,0,1,0.0526675786593707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0444596443228454,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,6.65
6183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0.1270417422867513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0653357531760435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5.28
6184,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0.0425742574257425,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935643564356435,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,5.31
6187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0,0,0,1,0,1,0.0276718904419031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516730199068191,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,7.41
6189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0.0909614277489925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0616004605641911,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,5.67
6194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0.0889212827988338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2031098153547133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,6.9
6198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,1,0,0,0.0574162679425837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0570482149429517,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,7.2
6201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,1,1,0,1,0.1001391537391125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1862340875122403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,6.67
6202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.0,0,0,0,0,0,0.1685761047463175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0867430441898527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6.53
6203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,1,0,0,0.0660329237189891,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874797124971017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,7.05
6205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1,1,1,0,1,0.157169497505166,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1408295952824958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,6.35
6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,0,0,0,0,0.0499669093315685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0698213103904698,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.0,0,6.77
6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22.0,0,0,0,0,0,0.047704581658942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0770471276951417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0,8.0
6213,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1,0,0,0,0,0.0700879299043127,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1363863795918842,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24.0,0,7.65
6217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,0,0,1,0,0,0.1180609851446442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1110242376856919,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0,6.94
6219,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,0,0,0,0,1,0.0262644188110026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0530612244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6.98
6220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0.1100348702053467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2003099573808601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,6.29
6226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0,1,0,0,0,0,0.0830388692579505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.060512367491166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,6.36
6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28.0,0,1,1,0,0,0.084664536741214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0870607028753993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5.98
6229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,40.0,1,0,0,0,0,0.0517693315858453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1182830930537352,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,32.0,1,6.56
6230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30.0,1,0,0,0,0,0.0588662790697674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0864825581395348,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,15.0,1,6.33
6231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0.0574177529484792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676598386095592,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,7.42
6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0.0419052576782925,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.0593440916189484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,6.29
6235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0.0866439651910707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1785849413545213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,6.14
6245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,1,0,0,0.056199304750869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0926998841251448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,6.59
6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0,0,0,0,0,0,0.0677685950413223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0738292011019283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,6.72
6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0.0613973182780522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0.0853916725476358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,6.43
6261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24.0,0,0,1,0,0,0.2937062937062937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1072261072261072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,6.09
6262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.0,0,0,0,0,0,0.1589673913043478,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1134510869565217,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,127.0,0,6.99
6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.0,0,0,0,0,0,0.0637795275590551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0574803149606299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,5.36
6267,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0.1035502958579881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0695266272189349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5.56
6268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,1,0.0567107750472589,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0586011342155009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5.75
6270,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.0,0,0,0,0,0,0.0551615445232466,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567375886524822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,6.24
6271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0.0628525382755842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.064464141821112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,6.16
6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0.096051227321238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0565635005336179,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,5.92
6275,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.0,0,0,0,0,0,0.065667380442541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560314061384725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,6.66
6276,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0.0266793711291091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0578847070033349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,6.15
6277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0.2158988256549232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1138211382113821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1471.0,0,6.12
6280,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.0,1,0,0,0,0,0.0558954393770856,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.150166852057842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,6.89
6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0.0652909336941813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0490527740189445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,4.86
6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0.1100979398851739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1941911516379601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,6.0
6287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,1,0,0,0.0493624772313296,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825136612021858,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,6.21
6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120.0,1,0,0,0,0,0.0270724735160585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0787792164116361,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,7.3
6291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0,0,0,0.025387748028767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060913265748202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,7.36
6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,1,0,0,0,0,0.0528977051730844,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0987942434850252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,6.77
